Timestamp,TotalInputTokens,TotalOutputTokens,ArrivalRate,Hour,Minute,ActiveSeconds,Energy_Joules,Energy_kWh
2024-01-01 01:19:00,614,323,1,1,19,8.689000000000002,5606.700000000001,0.0015574166666666668
2024-01-01 01:20:00,0,0,0,1,20,0.0,3000.0,0.0008333333333333334
2024-01-01 01:21:00,0,0,0,1,21,0.0,3000.0,0.0008333333333333334
2024-01-01 01:22:00,0,0,0,1,22,0.0,3000.0,0.0008333333333333334
2024-01-01 01:23:00,0,0,0,1,23,0.0,3000.0,0.0008333333333333334
2024-01-01 01:24:00,0,0,0,1,24,0.0,3000.0,0.0008333333333333334
2024-01-01 01:25:00,0,0,0,1,25,0.0,3000.0,0.0008333333333333334
2024-01-01 01:26:00,0,0,0,1,26,0.0,3000.0,0.0008333333333333334
2024-01-01 01:27:00,0,0,0,1,27,0.0,3000.0,0.0008333333333333334
2024-01-01 01:28:00,0,0,0,1,28,0.0,3000.0,0.0008333333333333334
2024-01-01 01:29:00,0,0,0,1,29,0.0,3000.0,0.0008333333333333334
2024-01-01 01:30:00,0,0,0,1,30,0.0,3000.0,0.0008333333333333334
2024-01-01 01:31:00,0,0,0,1,31,0.0,3000.0,0.0008333333333333334
2024-01-01 01:32:00,0,0,0,1,32,0.0,3000.0,0.0008333333333333334
2024-01-01 01:33:00,0,0,0,1,33,0.0,3000.0,0.0008333333333333334
2024-01-01 01:34:00,0,0,0,1,34,0.0,3000.0,0.0008333333333333334
2024-01-01 01:35:00,0,0,0,1,35,0.0,3000.0,0.0008333333333333334
2024-01-01 01:36:00,1960,136,1,1,36,5.36,4608.0,0.00128
2024-01-01 01:37:00,0,0,0,1,37,0.0,3000.0,0.0008333333333333334
2024-01-01 01:38:00,0,0,0,1,38,0.0,3000.0,0.0008333333333333334
2024-01-01 01:39:00,0,0,0,1,39,0.0,3000.0,0.0008333333333333334
2024-01-01 01:40:00,1698,627,1,1,40,17.373,8211.9,0.0022810833333333333
2024-01-01 01:41:00,0,0,0,1,41,0.0,3000.0,0.0008333333333333334
2024-01-01 01:42:00,0,0,0,1,42,0.0,3000.0,0.0008333333333333334
2024-01-01 01:43:00,0,0,0,1,43,0.0,3000.0,0.0008333333333333334
2024-01-01 01:44:00,1907,616,1,1,44,17.307000000000002,8192.1,0.0022755833333333335
2024-01-01 01:45:00,0,0,0,1,45,0.0,3000.0,0.0008333333333333334
2024-01-01 01:46:00,0,0,0,1,46,0.0,3000.0,0.0008333333333333334
2024-01-01 01:47:00,0,0,0,1,47,0.0,3000.0,0.0008333333333333334
2024-01-01 01:48:00,137,225,1,1,48,5.7620000000000005,4728.6,0.0013135
2024-01-01 01:49:00,0,0,0,1,49,0.0,3000.0,0.0008333333333333334
2024-01-01 01:50:00,0,0,0,1,50,0.0,3000.0,0.0008333333333333334
2024-01-01 01:51:00,0,0,0,1,51,0.0,3000.0,0.0008333333333333334
2024-01-01 01:52:00,0,0,0,1,52,0.0,3000.0,0.0008333333333333334
2024-01-01 01:53:00,0,0,0,1,53,0.0,3000.0,0.0008333333333333334
2024-01-01 01:54:00,20,86,1,1,54,2.17,3651.0,0.0010141666666666667
2024-01-01 01:55:00,0,0,0,1,55,0.0,3000.0,0.0008333333333333334
2024-01-01 01:56:00,127,268,1,1,56,6.827,5048.1,0.00140225
2024-01-01 01:57:00,0,0,0,1,57,0.0,3000.0,0.0008333333333333334
2024-01-01 01:58:00,0,0,0,1,58,0.0,3000.0,0.0008333333333333334
2024-01-01 01:59:00,0,0,0,1,59,0.0,3000.0,0.0008333333333333334
2024-01-01 02:00:00,0,0,0,2,0,0.0,3000.0,0.0008333333333333334
2024-01-01 02:01:00,0,0,0,2,1,0.0,3000.0,0.0008333333333333334
2024-01-01 02:02:00,0,0,0,2,2,0.0,3000.0,0.0008333333333333334
2024-01-01 02:03:00,0,0,0,2,3,0.0,3000.0,0.0008333333333333334
2024-01-01 02:04:00,665,167,1,2,4,4.84,4452.0,0.0012366666666666667
2024-01-01 02:05:00,0,0,0,2,5,0.0,3000.0,0.0008333333333333334
2024-01-01 02:06:00,0,0,0,2,6,0.0,3000.0,0.0008333333333333334
2024-01-01 02:07:00,0,0,0,2,7,0.0,3000.0,0.0008333333333333334
2024-01-01 02:08:00,0,0,0,2,8,0.0,3000.0,0.0008333333333333334
2024-01-01 02:09:00,0,0,0,2,9,0.0,3000.0,0.0008333333333333334
2024-01-01 02:10:00,0,0,0,2,10,0.0,3000.0,0.0008333333333333334
2024-01-01 02:11:00,0,0,0,2,11,0.0,3000.0,0.0008333333333333334
2024-01-01 02:12:00,0,0,0,2,12,0.0,3000.0,0.0008333333333333334
2024-01-01 02:13:00,855,297,1,2,13,8.280000000000001,5484.0,0.0015233333333333334
2024-01-01 02:14:00,1191,30,1,2,14,1.941,3582.2999999999997,0.0009950833333333333
2024-01-01 02:15:00,18,67,1,2,15,1.693,3507.9,0.0009744166666666667
2024-01-01 02:16:00,213,484,2,2,16,12.313,6693.9,0.0018594166666666666
2024-01-01 02:17:00,264,76,1,2,17,2.164,3649.2,0.0010136666666666666
2024-01-01 02:18:00,0,0,0,2,18,0.0,3000.0,0.0008333333333333334
2024-01-01 02:19:00,0,0,0,2,19,0.0,3000.0,0.0008333333333333334
2024-01-01 02:20:00,0,0,0,2,20,0.0,3000.0,0.0008333333333333334
2024-01-01 02:21:00,0,0,0,2,21,0.0,3000.0,0.0008333333333333334
2024-01-01 02:22:00,0,0,0,2,22,0.0,3000.0,0.0008333333333333334
2024-01-01 02:23:00,0,0,0,2,23,0.0,3000.0,0.0008333333333333334
2024-01-01 02:24:00,82,343,1,2,24,8.657000000000002,5597.1,0.0015547500000000001
2024-01-01 02:25:00,0,0,0,2,25,0.0,3000.0,0.0008333333333333334
2024-01-01 02:26:00,506,343,1,2,26,9.081000000000001,5724.3,0.0015900833333333333
2024-01-01 02:27:00,0,0,0,2,27,0.0,3000.0,0.0008333333333333334
2024-01-01 02:28:00,0,0,0,2,28,0.0,3000.0,0.0008333333333333334
2024-01-01 02:29:00,530,339,1,2,29,9.004999999999999,5701.5,0.00158375
2024-01-01 02:30:00,942,396,1,2,30,10.842,6252.6,0.0017368333333333335
2024-01-01 02:31:00,0,0,0,2,31,0.0,3000.0,0.0008333333333333334
2024-01-01 02:32:00,0,0,0,2,32,0.0,3000.0,0.0008333333333333334
2024-01-01 02:33:00,0,0,0,2,33,0.0,3000.0,0.0008333333333333334
2024-01-01 02:34:00,0,0,0,2,34,0.0,3000.0,0.0008333333333333334
2024-01-01 02:35:00,0,0,0,2,35,0.0,3000.0,0.0008333333333333334
2024-01-01 02:36:00,1364,416,1,2,36,11.764000000000001,6529.200000000001,0.0018136666666666668
2024-01-01 02:37:00,0,0,0,2,37,0.0,3000.0,0.0008333333333333334
2024-01-01 02:38:00,0,0,0,2,38,0.0,3000.0,0.0008333333333333334
2024-01-01 02:39:00,0,0,0,2,39,0.0,3000.0,0.0008333333333333334
2024-01-01 02:40:00,0,0,0,2,40,0.0,3000.0,0.0008333333333333334
2024-01-01 02:41:00,0,0,0,2,41,0.0,3000.0,0.0008333333333333334
2024-01-01 02:42:00,0,0,0,2,42,0.0,3000.0,0.0008333333333333334
2024-01-01 02:43:00,0,0,0,2,43,0.0,3000.0,0.0008333333333333334
2024-01-01 02:44:00,0,0,0,2,44,0.0,3000.0,0.0008333333333333334
2024-01-01 02:45:00,0,0,0,2,45,0.0,3000.0,0.0008333333333333334
2024-01-01 02:46:00,0,0,0,2,46,0.0,3000.0,0.0008333333333333334
2024-01-01 02:47:00,0,0,0,2,47,0.0,3000.0,0.0008333333333333334
2024-01-01 02:48:00,0,0,0,2,48,0.0,3000.0,0.0008333333333333334
2024-01-01 02:49:00,0,0,0,2,49,0.0,3000.0,0.0008333333333333334
2024-01-01 02:50:00,122,496,1,2,50,12.522,6756.6,0.0018768333333333334
2024-01-01 02:51:00,0,0,0,2,51,0.0,3000.0,0.0008333333333333334
2024-01-01 02:52:00,0,0,0,2,52,0.0,3000.0,0.0008333333333333334
2024-01-01 02:53:00,24,63,1,2,53,1.5990000000000002,3479.7,0.0009665833333333333
2024-01-01 02:54:00,698,258,1,2,54,7.148000000000001,5144.4,0.001429
2024-01-01 02:55:00,0,0,0,2,55,0.0,3000.0,0.0008333333333333334
2024-01-01 02:56:00,1376,300,3,2,56,8.876,5662.8,0.001573
2024-01-01 02:57:00,3044,606,2,2,57,18.194,8458.199999999999,0.0023494999999999996
2024-01-01 02:58:00,0,0,0,2,58,0.0,3000.0,0.0008333333333333334
2024-01-01 02:59:00,3289,782,3,2,59,22.839000000000002,9851.7,0.0027365833333333335
2024-01-01 03:00:00,1679,428,2,3,0,12.379000000000001,6713.700000000001,0.0018649166666666668
2024-01-01 03:01:00,0,0,0,3,1,0.0,3000.0,0.0008333333333333334
2024-01-01 03:02:00,1701,381,1,3,2,11.226,6367.8,0.0017688333333333334
2024-01-01 03:03:00,383,319,1,3,3,8.358,5507.4,0.0015298333333333331
2024-01-01 03:04:00,266,246,1,3,4,6.416,4924.8,0.001368
2024-01-01 03:05:00,0,0,0,3,5,0.0,3000.0,0.0008333333333333334
2024-01-01 03:06:00,0,0,0,3,6,0.0,3000.0,0.0008333333333333334
2024-01-01 03:07:00,0,0,0,3,7,0.0,3000.0,0.0008333333333333334
2024-01-01 03:08:00,0,0,0,3,8,0.0,3000.0,0.0008333333333333334
2024-01-01 03:09:00,0,0,0,3,9,0.0,3000.0,0.0008333333333333334
2024-01-01 03:10:00,1450,497,1,3,10,13.875,7162.5,0.0019895833333333332
2024-01-01 03:11:00,1631,422,1,3,11,12.181000000000001,6654.300000000001,0.001848416666666667
2024-01-01 03:12:00,540,285,1,3,12,7.665,5299.5,0.0014720833333333333
2024-01-01 03:13:00,0,0,0,3,13,0.0,3000.0,0.0008333333333333334
2024-01-01 03:14:00,1797,577,1,3,14,16.222,7866.6,0.002185166666666667
2024-01-01 03:15:00,0,0,0,3,15,0.0,3000.0,0.0008333333333333334
2024-01-01 03:16:00,20,310,1,3,16,7.77,5331.0,0.0014808333333333334
2024-01-01 03:17:00,352,298,1,3,17,7.8020000000000005,5340.6,0.0014835
2024-01-01 03:18:00,0,0,0,3,18,0.0,3000.0,0.0008333333333333334
2024-01-01 03:19:00,0,0,0,3,19,0.0,3000.0,0.0008333333333333334
2024-01-01 03:20:00,0,0,0,3,20,0.0,3000.0,0.0008333333333333334
2024-01-01 03:21:00,0,0,0,3,21,0.0,3000.0,0.0008333333333333334
2024-01-01 03:22:00,0,0,0,3,22,0.0,3000.0,0.0008333333333333334
2024-01-01 03:23:00,0,0,0,3,23,0.0,3000.0,0.0008333333333333334
2024-01-01 03:24:00,0,0,0,3,24,0.0,3000.0,0.0008333333333333334
2024-01-01 03:25:00,0,0,0,3,25,0.0,3000.0,0.0008333333333333334
2024-01-01 03:26:00,0,0,0,3,26,0.0,3000.0,0.0008333333333333334
2024-01-01 03:27:00,0,0,0,3,27,0.0,3000.0,0.0008333333333333334
2024-01-01 03:28:00,0,0,0,3,28,0.0,3000.0,0.0008333333333333334
2024-01-01 03:29:00,726,334,1,3,29,9.076,5722.8,0.0015896666666666667
2024-01-01 03:30:00,0,0,0,3,30,0.0,3000.0,0.0008333333333333334
2024-01-01 03:31:00,0,0,0,3,31,0.0,3000.0,0.0008333333333333334
2024-01-01 03:32:00,0,0,0,3,32,0.0,3000.0,0.0008333333333333334
2024-01-01 03:33:00,0,0,0,3,33,0.0,3000.0,0.0008333333333333334
2024-01-01 03:34:00,0,0,0,3,34,0.0,3000.0,0.0008333333333333334
2024-01-01 03:35:00,0,0,0,3,35,0.0,3000.0,0.0008333333333333334
2024-01-01 03:36:00,0,0,0,3,36,0.0,3000.0,0.0008333333333333334
2024-01-01 03:37:00,0,0,0,3,37,0.0,3000.0,0.0008333333333333334
2024-01-01 03:38:00,0,0,0,3,38,0.0,3000.0,0.0008333333333333334
2024-01-01 03:39:00,0,0,0,3,39,0.0,3000.0,0.0008333333333333334
2024-01-01 03:40:00,0,0,0,3,40,0.0,3000.0,0.0008333333333333334
2024-01-01 03:41:00,0,0,0,3,41,0.0,3000.0,0.0008333333333333334
2024-01-01 03:42:00,0,0,0,3,42,0.0,3000.0,0.0008333333333333334
2024-01-01 03:43:00,0,0,0,3,43,0.0,3000.0,0.0008333333333333334
2024-01-01 03:44:00,0,0,0,3,44,0.0,3000.0,0.0008333333333333334
2024-01-01 03:45:00,0,0,0,3,45,0.0,3000.0,0.0008333333333333334
2024-01-01 03:46:00,0,0,0,3,46,0.0,3000.0,0.0008333333333333334
2024-01-01 03:47:00,0,0,0,3,47,0.0,3000.0,0.0008333333333333334
2024-01-01 03:48:00,0,0,0,3,48,0.0,3000.0,0.0008333333333333334
2024-01-01 03:49:00,0,0,0,3,49,0.0,3000.0,0.0008333333333333334
2024-01-01 03:50:00,0,0,0,3,50,0.0,3000.0,0.0008333333333333334
2024-01-01 03:51:00,0,0,0,3,51,0.0,3000.0,0.0008333333333333334
2024-01-01 03:52:00,0,0,0,3,52,0.0,3000.0,0.0008333333333333334
2024-01-01 03:53:00,0,0,0,3,53,0.0,3000.0,0.0008333333333333334
2024-01-01 03:54:00,0,0,0,3,54,0.0,3000.0,0.0008333333333333334
2024-01-01 03:55:00,0,0,0,3,55,0.0,3000.0,0.0008333333333333334
2024-01-01 03:56:00,0,0,0,3,56,0.0,3000.0,0.0008333333333333334
2024-01-01 03:57:00,0,0,0,3,57,0.0,3000.0,0.0008333333333333334
2024-01-01 03:58:00,0,0,0,3,58,0.0,3000.0,0.0008333333333333334
2024-01-01 03:59:00,0,0,0,3,59,0.0,3000.0,0.0008333333333333334
2024-01-01 04:00:00,0,0,0,4,0,0.0,3000.0,0.0008333333333333334
2024-01-01 04:01:00,0,0,0,4,1,0.0,3000.0,0.0008333333333333334
2024-01-01 04:02:00,0,0,0,4,2,0.0,3000.0,0.0008333333333333334
2024-01-01 04:03:00,870,269,1,4,3,7.595000000000001,5278.5,0.00146625
2024-01-01 04:04:00,0,0,0,4,4,0.0,3000.0,0.0008333333333333334
2024-01-01 04:05:00,0,0,0,4,5,0.0,3000.0,0.0008333333333333334
2024-01-01 04:06:00,0,0,0,4,6,0.0,3000.0,0.0008333333333333334
2024-01-01 04:07:00,0,0,0,4,7,0.0,3000.0,0.0008333333333333334
2024-01-01 04:08:00,0,0,0,4,8,0.0,3000.0,0.0008333333333333334
2024-01-01 04:09:00,0,0,0,4,9,0.0,3000.0,0.0008333333333333334
2024-01-01 04:10:00,0,0,0,4,10,0.0,3000.0,0.0008333333333333334
2024-01-01 04:11:00,0,0,0,4,11,0.0,3000.0,0.0008333333333333334
2024-01-01 04:12:00,0,0,0,4,12,0.0,3000.0,0.0008333333333333334
2024-01-01 04:13:00,0,0,0,4,13,0.0,3000.0,0.0008333333333333334
2024-01-01 04:14:00,0,0,0,4,14,0.0,3000.0,0.0008333333333333334
2024-01-01 04:15:00,0,0,0,4,15,0.0,3000.0,0.0008333333333333334
2024-01-01 04:16:00,0,0,0,4,16,0.0,3000.0,0.0008333333333333334
2024-01-01 04:17:00,0,0,0,4,17,0.0,3000.0,0.0008333333333333334
2024-01-01 04:18:00,0,0,0,4,18,0.0,3000.0,0.0008333333333333334
2024-01-01 04:19:00,0,0,0,4,19,0.0,3000.0,0.0008333333333333334
2024-01-01 04:20:00,0,0,0,4,20,0.0,3000.0,0.0008333333333333334
2024-01-01 04:21:00,0,0,0,4,21,0.0,3000.0,0.0008333333333333334
2024-01-01 04:22:00,0,0,0,4,22,0.0,3000.0,0.0008333333333333334
2024-01-01 04:23:00,0,0,0,4,23,0.0,3000.0,0.0008333333333333334
2024-01-01 04:24:00,0,0,0,4,24,0.0,3000.0,0.0008333333333333334
2024-01-01 04:25:00,0,0,0,4,25,0.0,3000.0,0.0008333333333333334
2024-01-01 04:26:00,0,0,0,4,26,0.0,3000.0,0.0008333333333333334
2024-01-01 04:27:00,0,0,0,4,27,0.0,3000.0,0.0008333333333333334
2024-01-01 04:28:00,0,0,0,4,28,0.0,3000.0,0.0008333333333333334
2024-01-01 04:29:00,0,0,0,4,29,0.0,3000.0,0.0008333333333333334
2024-01-01 04:30:00,0,0,0,4,30,0.0,3000.0,0.0008333333333333334
2024-01-01 04:31:00,0,0,0,4,31,0.0,3000.0,0.0008333333333333334
2024-01-01 04:32:00,0,0,0,4,32,0.0,3000.0,0.0008333333333333334
2024-01-01 04:33:00,0,0,0,4,33,0.0,3000.0,0.0008333333333333334
2024-01-01 04:34:00,0,0,0,4,34,0.0,3000.0,0.0008333333333333334
2024-01-01 04:35:00,0,0,0,4,35,0.0,3000.0,0.0008333333333333334
2024-01-01 04:36:00,0,0,0,4,36,0.0,3000.0,0.0008333333333333334
2024-01-01 04:37:00,0,0,0,4,37,0.0,3000.0,0.0008333333333333334
2024-01-01 04:38:00,0,0,0,4,38,0.0,3000.0,0.0008333333333333334
2024-01-01 04:39:00,0,0,0,4,39,0.0,3000.0,0.0008333333333333334
2024-01-01 04:40:00,0,0,0,4,40,0.0,3000.0,0.0008333333333333334
2024-01-01 04:41:00,0,0,0,4,41,0.0,3000.0,0.0008333333333333334
2024-01-01 04:42:00,0,0,0,4,42,0.0,3000.0,0.0008333333333333334
2024-01-01 04:43:00,0,0,0,4,43,0.0,3000.0,0.0008333333333333334
2024-01-01 04:44:00,0,0,0,4,44,0.0,3000.0,0.0008333333333333334
2024-01-01 04:45:00,0,0,0,4,45,0.0,3000.0,0.0008333333333333334
2024-01-01 04:46:00,0,0,0,4,46,0.0,3000.0,0.0008333333333333334
2024-01-01 04:47:00,0,0,0,4,47,0.0,3000.0,0.0008333333333333334
2024-01-01 04:48:00,0,0,0,4,48,0.0,3000.0,0.0008333333333333334
2024-01-01 04:49:00,0,0,0,4,49,0.0,3000.0,0.0008333333333333334
2024-01-01 04:50:00,0,0,0,4,50,0.0,3000.0,0.0008333333333333334
2024-01-01 04:51:00,0,0,0,4,51,0.0,3000.0,0.0008333333333333334
2024-01-01 04:52:00,0,0,0,4,52,0.0,3000.0,0.0008333333333333334
2024-01-01 04:53:00,0,0,0,4,53,0.0,3000.0,0.0008333333333333334
2024-01-01 04:54:00,0,0,0,4,54,0.0,3000.0,0.0008333333333333334
2024-01-01 04:55:00,0,0,0,4,55,0.0,3000.0,0.0008333333333333334
2024-01-01 04:56:00,0,0,0,4,56,0.0,3000.0,0.0008333333333333334
2024-01-01 04:57:00,0,0,0,4,57,0.0,3000.0,0.0008333333333333334
2024-01-01 04:58:00,0,0,0,4,58,0.0,3000.0,0.0008333333333333334
2024-01-01 04:59:00,0,0,0,4,59,0.0,3000.0,0.0008333333333333334
2024-01-01 05:00:00,0,0,0,5,0,0.0,3000.0,0.0008333333333333334
2024-01-01 05:01:00,0,0,0,5,1,0.0,3000.0,0.0008333333333333334
2024-01-01 05:02:00,0,0,0,5,2,0.0,3000.0,0.0008333333333333334
2024-01-01 05:03:00,0,0,0,5,3,0.0,3000.0,0.0008333333333333334
2024-01-01 05:04:00,0,0,0,5,4,0.0,3000.0,0.0008333333333333334
2024-01-01 05:05:00,0,0,0,5,5,0.0,3000.0,0.0008333333333333334
2024-01-01 05:06:00,0,0,0,5,6,0.0,3000.0,0.0008333333333333334
2024-01-01 05:07:00,0,0,0,5,7,0.0,3000.0,0.0008333333333333334
2024-01-01 05:08:00,0,0,0,5,8,0.0,3000.0,0.0008333333333333334
2024-01-01 05:09:00,0,0,0,5,9,0.0,3000.0,0.0008333333333333334
2024-01-01 05:10:00,0,0,0,5,10,0.0,3000.0,0.0008333333333333334
2024-01-01 05:11:00,0,0,0,5,11,0.0,3000.0,0.0008333333333333334
2024-01-01 05:12:00,0,0,0,5,12,0.0,3000.0,0.0008333333333333334
2024-01-01 05:13:00,0,0,0,5,13,0.0,3000.0,0.0008333333333333334
2024-01-01 05:14:00,0,0,0,5,14,0.0,3000.0,0.0008333333333333334
2024-01-01 05:15:00,0,0,0,5,15,0.0,3000.0,0.0008333333333333334
2024-01-01 05:16:00,0,0,0,5,16,0.0,3000.0,0.0008333333333333334
2024-01-01 05:17:00,66,342,1,5,17,8.616000000000001,5584.8,0.0015513333333333334
2024-01-01 05:18:00,478,296,1,5,18,7.878,5363.4,0.0014898333333333332
2024-01-01 05:19:00,0,0,0,5,19,0.0,3000.0,0.0008333333333333334
2024-01-01 05:20:00,0,0,0,5,20,0.0,3000.0,0.0008333333333333334
2024-01-01 05:21:00,0,0,0,5,21,0.0,3000.0,0.0008333333333333334
2024-01-01 05:22:00,0,0,0,5,22,0.0,3000.0,0.0008333333333333334
2024-01-01 05:23:00,0,0,0,5,23,0.0,3000.0,0.0008333333333333334
2024-01-01 05:24:00,837,292,1,5,24,8.137,5441.1,0.0015114166666666668
2024-01-01 05:25:00,0,0,0,5,25,0.0,3000.0,0.0008333333333333334
