Actual_Energy,Predicted_Energy,Confidence,CBIS_Decision,CBIS_Energy_J
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
5794.200000000001,5817.3306,0.996,SCALE_DOWN,3000.0
21000.0,20999.596,1.0,STAY_ACTIVE,20999.595703125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
3254.1,3277.0964,0.9929,SCALE_DOWN,3000.0
12924.0,12975.214,0.996,STAY_ACTIVE,12975.2138671875
21000.0,21000.049,1.0,STAY_ACTIVE,21000.048828125
15851.1,15853.507,0.9998,STAY_ACTIVE,15853.5068359375
8047.8,8065.124,0.9978,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
21000.0,20999.467,1.0,STAY_ACTIVE,20999.466796875
21000.0,20990.295,0.9995,STAY_ACTIVE,20990.294921875
20408.4,20485.623,0.9962,STAY_ACTIVE,20485.623046875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
18210.6,18199.875,0.9994,STAY_ACTIVE,18199.875
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
6482.4,6463.013,0.997,SCALE_DOWN,3000.0
7666.200000000001,7696.7295,0.996,SCALE_DOWN,3000.0
10631.1,10443.348,0.9823,STAY_ACTIVE,10443.34765625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
20192.7,20189.46,0.9998,STAY_ACTIVE,20189.4609375
9478.5,9501.907,0.9975,STAY_ACTIVE,9501.9072265625
10420.5,10415.049,0.9995,STAY_ACTIVE,10415.048828125
3774.9,3775.3174,0.9999,SCALE_DOWN,3000.0
9185.7,9187.132,0.9998,STAY_ACTIVE,9187.1318359375
9654.6,9624.252,0.9969,STAY_ACTIVE,9624.251953125
7307.1,7303.06,0.9994,SCALE_DOWN,3000.0
12373.5,12406.335,0.9973,STAY_ACTIVE,12406.3349609375
11025.000000000002,11049.368,0.9978,STAY_ACTIVE,11049.3681640625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3900.9,3940.8186,0.9898,SCALE_DOWN,3000.0
20051.1,20054.908,0.9998,STAY_ACTIVE,20054.908203125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
18900.6,18901.422,1.0,STAY_ACTIVE,18901.421875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7929.300000000001,7935.1475,0.9993,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
11559.3,11493.923,0.9943,STAY_ACTIVE,11493.9228515625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
12397.2,12340.339,0.9954,STAY_ACTIVE,12340.3388671875
21000.0,21015.38,0.9993,STAY_ACTIVE,21015.380859375
10711.2,10676.155,0.9967,STAY_ACTIVE,10676.1552734375
7908.3,7912.307,0.9995,SCALE_DOWN,3000.0
7448.4,7475.118,0.9964,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
20988.6,20890.088,0.9953,STAY_ACTIVE,20890.087890625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
17539.800000000003,17362.7,0.9899,STAY_ACTIVE,17362.69921875
9203.1,9351.595,0.9839,STAY_ACTIVE,9351.5947265625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
11578.800000000005,11603.15,0.9979,STAY_ACTIVE,11603.150390625
8659.5,8608.636,0.9941,SCALE_DOWN,3000.0
10869.3,10866.376,0.9997,STAY_ACTIVE,10866.3759765625
8772.6,8732.925,0.9955,SCALE_DOWN,3000.0
21000.0,21015.037,0.9993,STAY_ACTIVE,21015.037109375
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
5146.5,5140.587,0.9989,SCALE_DOWN,3000.0
6254.1,6230.595,0.9962,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6144.6,6149.4814,0.9992,SCALE_DOWN,3000.0
21000.0,21000.121,1.0,STAY_ACTIVE,21000.12109375
21000.0,21000.049,1.0,STAY_ACTIVE,21000.048828125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7321.5,7351.3306,0.9959,SCALE_DOWN,3000.0
5278.799999999999,5288.8945,0.9981,SCALE_DOWN,3000.0
8809.8,8824.809,0.9983,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
5023.200000000001,5000.625,0.9955,SCALE_DOWN,3000.0
4938.599999999999,4930.3403,0.9983,SCALE_DOWN,3000.0
11157.9,10999.434,0.9858,STAY_ACTIVE,10999.43359375
5027.4,5040.346,0.9974,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21013.703,0.9993,STAY_ACTIVE,21013.703125
13576.5,13589.144,0.9991,STAY_ACTIVE,13589.1435546875
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
16705.2,16775.797,0.9958,STAY_ACTIVE,16775.796875
16275.6,16204.848,0.9957,STAY_ACTIVE,16204.84765625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7053.0,7174.334,0.9828,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
11452.5,11480.681,0.9975,STAY_ACTIVE,11480.6806640625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
11374.8,11376.14,0.9999,STAY_ACTIVE,11376.1396484375
21000.0,21000.121,1.0,STAY_ACTIVE,21000.12109375
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
11883.9,11908.141,0.998,STAY_ACTIVE,11908.140625
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
8640.900000000001,8580.704,0.993,SCALE_DOWN,3000.0
9273.0,9291.643,0.998,STAY_ACTIVE,9291.642578125
5487.3,5498.336,0.998,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
10980.0,10993.345,0.9988,STAY_ACTIVE,10993.3447265625
12882.0,12895.02,0.999,STAY_ACTIVE,12895.01953125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
10719.6,10724.2705,0.9996,STAY_ACTIVE,10724.2705078125
6436.5,6392.7026,0.9932,SCALE_DOWN,3000.0
7423.2,7446.7734,0.9968,SCALE_DOWN,3000.0
21000.0,20999.852,1.0,STAY_ACTIVE,20999.8515625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
16510.5,16437.775,0.9956,STAY_ACTIVE,16437.775390625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
5398.8,5399.324,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
9063.0,9046.81,0.9982,STAY_ACTIVE,9046.8095703125
21000.0,20999.852,1.0,STAY_ACTIVE,20999.8515625
8767.8,8750.061,0.998,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21054.861,0.9974,STAY_ACTIVE,21054.861328125
21000.0,20999.852,1.0,STAY_ACTIVE,20999.8515625
21000.0,20999.852,1.0,STAY_ACTIVE,20999.8515625
14324.1,14390.031,0.9954,STAY_ACTIVE,14390.03125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
9289.5,9256.367,0.9964,STAY_ACTIVE,9256.3671875
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
3495.8999999999996,3521.7297,0.9926,SCALE_DOWN,3000.0
21000.0,21018.281,0.9991,STAY_ACTIVE,21018.28125
12207.6,12170.546,0.997,STAY_ACTIVE,12170.5458984375
6580.8,6593.0566,0.9981,SCALE_DOWN,3000.0
14572.8,14530.419,0.9971,STAY_ACTIVE,14530.4189453125
8121.9,8173.9707,0.9936,SCALE_DOWN,3000.0
21000.0,20996.1,0.9998,STAY_ACTIVE,20996.099609375
16461.9,16431.654,0.9982,STAY_ACTIVE,16431.654296875
6222.9,6232.25,0.9985,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
5383.5,5356.905,0.9951,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
10234.5,10235.367,0.9999,STAY_ACTIVE,10235.3671875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
8122.200000000001,8113.948,0.999,SCALE_DOWN,3000.0
21000.0,21000.322,1.0,STAY_ACTIVE,21000.322265625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6685.5,6676.2686,0.9986,SCALE_DOWN,3000.0
7052.700000000001,7062.8105,0.9986,SCALE_DOWN,3000.0
6108.6,6131.1436,0.9963,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
11773.2,11757.494,0.9987,STAY_ACTIVE,11757.494140625
21000.0,20997.662,0.9999,STAY_ACTIVE,20997.662109375
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3544.5,3525.792,0.9947,SCALE_DOWN,3000.0
4962.6,4941.0894,0.9957,SCALE_DOWN,3000.0
11007.0,11043.549,0.9967,STAY_ACTIVE,11043.548828125
19554.0,19518.857,0.9982,STAY_ACTIVE,19518.857421875
7645.5,7639.4614,0.9992,SCALE_DOWN,3000.0
3173.1,3143.1455,0.9906,SCALE_DOWN,3000.0
13662.3,13551.315,0.9919,STAY_ACTIVE,13551.3154296875
10422.9,10447.217,0.9977,STAY_ACTIVE,10447.216796875
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6294.3,6269.527,0.9961,SCALE_DOWN,3000.0
14718.9,14827.829,0.9926,STAY_ACTIVE,14827.8291015625
9388.5,9403.344,0.9984,STAY_ACTIVE,9403.34375
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
10154.1,10148.005,0.9994,STAY_ACTIVE,10148.0048828125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.322,1.0,STAY_ACTIVE,21000.322265625
12717.3,12783.182,0.9948,STAY_ACTIVE,12783.181640625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
11427.3,11350.821,0.9933,STAY_ACTIVE,11350.8212890625
5865.0,5871.6396,0.9989,SCALE_DOWN,3000.0
12237.300000000005,12218.482,0.9985,STAY_ACTIVE,12218.482421875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3867.3,3857.0957,0.9974,SCALE_DOWN,3000.0
8456.7,8433.721,0.9973,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
4116.3,4127.1934,0.9974,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,20922.697,0.9963,STAY_ACTIVE,20922.697265625
4743.9,4760.1924,0.9966,SCALE_DOWN,3000.0
21000.0,20999.852,1.0,STAY_ACTIVE,20999.8515625
5749.200000000001,5734.9434,0.9975,SCALE_DOWN,3000.0
7671.9,7662.3438,0.9988,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
9027.3,9027.729,1.0,STAY_ACTIVE,9027.728515625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
10557.000000000002,10559.73,0.9997,STAY_ACTIVE,10559.73046875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3162.0,3155.5276,0.998,SCALE_DOWN,3000.0
15080.4,15143.555,0.9958,STAY_ACTIVE,15143.5546875
8919.6,8853.739,0.9926,SCALE_DOWN,3000.0
12357.000000000002,12334.264,0.9982,STAY_ACTIVE,12334.263671875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
17256.0,17201.379,0.9968,STAY_ACTIVE,17201.37890625
21000.0,21000.049,1.0,STAY_ACTIVE,21000.048828125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
17031.3,17131.492,0.9941,STAY_ACTIVE,17131.4921875
10242.3,10209.5205,0.9968,STAY_ACTIVE,10209.5205078125
21000.0,21015.186,0.9993,STAY_ACTIVE,21015.185546875
3244.7999999999997,3254.3242,0.9971,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7022.1,6982.9985,0.9944,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7661.1,7653.575,0.999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,20999.562,1.0,STAY_ACTIVE,20999.5625
21000.0,21000.049,1.0,STAY_ACTIVE,21000.048828125
6110.4,6101.195,0.9985,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
5888.4,5882.0864,0.9989,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,20999.736,1.0,STAY_ACTIVE,20999.736328125
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
12118.500000000002,12120.612,0.9998,STAY_ACTIVE,12120.6123046875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7294.5,7308.375,0.9981,SCALE_DOWN,3000.0
5994.0,6000.495,0.9989,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
5765.4,5804.4873,0.9932,SCALE_DOWN,3000.0
3414.9,3410.648,0.9988,SCALE_DOWN,3000.0
7648.2,7642.1235,0.9992,SCALE_DOWN,3000.0
6508.800000000001,6459.3496,0.9924,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
6619.2,6624.9746,0.9991,SCALE_DOWN,3000.0
8160.6,8192.191,0.9961,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21017.2,0.9992,STAY_ACTIVE,21017.19921875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
5751.6,5758.5103,0.9988,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7142.4,7160.704,0.9974,SCALE_DOWN,3000.0
12437.4,12447.165,0.9992,STAY_ACTIVE,12447.1650390625
4695.3,4680.4253,0.9968,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6423.299999999999,6418.3223,0.9992,SCALE_DOWN,3000.0
5720.400000000001,5718.434,0.9997,SCALE_DOWN,3000.0
12531.000000000002,12608.331,0.9938,STAY_ACTIVE,12608.3310546875
9855.0,9856.239,0.9999,STAY_ACTIVE,9856.2392578125
5178.0,5182.7207,0.9991,SCALE_DOWN,3000.0
3337.8,3339.5928,0.9995,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
10542.3,10547.25,0.9995,STAY_ACTIVE,10547.25
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
8441.7,8555.345,0.9865,SCALE_DOWN,3000.0
3121.2,3124.9683,0.9988,SCALE_DOWN,3000.0
21000.0,21010.953,0.9995,STAY_ACTIVE,21010.953125
21000.0,21000.291,1.0,STAY_ACTIVE,21000.291015625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
4222.8,4211.3975,0.9973,SCALE_DOWN,3000.0
8395.8,8430.431,0.9959,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
7331.4000000000015,7300.403,0.9958,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3266.1,3292.7153,0.9919,SCALE_DOWN,3000.0
4158.0,4135.2603,0.9945,SCALE_DOWN,3000.0
10239.600000000002,10241.311,0.9998,STAY_ACTIVE,10241.310546875
8393.099999999999,8387.523,0.9993,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
16482.899999999998,16344.104,0.9916,STAY_ACTIVE,16344.103515625
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6205.5,6220.295,0.9976,SCALE_DOWN,3000.0
7183.200000000001,7197.9644,0.9979,SCALE_DOWN,3000.0
3993.0,3989.4998,0.9991,SCALE_DOWN,3000.0
5462.4,5457.8506,0.9992,SCALE_DOWN,3000.0
5385.9,5399.324,0.9975,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
4085.1,4098.324,0.9968,SCALE_DOWN,3000.0
21000.0,20962.906,0.9982,STAY_ACTIVE,20962.90625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6031.200000000001,6045.78,0.9976,SCALE_DOWN,3000.0
10006.5,10011.273,0.9995,STAY_ACTIVE,10011.2734375
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
7158.0,7138.386,0.9973,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
17487.300000000003,17502.133,0.9992,STAY_ACTIVE,17502.1328125
5674.2,5679.0713,0.9991,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,20998.215,0.9999,STAY_ACTIVE,20998.21484375
21000.0,21000.07,1.0,STAY_ACTIVE,21000.0703125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,20999.95,1.0,STAY_ACTIVE,20999.94921875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6021.6,6053.3237,0.9947,SCALE_DOWN,3000.0
12978.6,12916.831,0.9952,STAY_ACTIVE,12916.8310546875
7788.9,7815.041,0.9966,SCALE_DOWN,3000.0
11682.6,11730.781,0.9959,STAY_ACTIVE,11730.78125
17939.399999999998,17984.012,0.9975,STAY_ACTIVE,17984.01171875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6977.700000000001,6955.196,0.9968,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
7364.1,7337.8994,0.9964,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
4699.5,4713.064,0.9971,SCALE_DOWN,3000.0
13694.4,13633.613,0.9956,STAY_ACTIVE,13633.61328125
9013.5,8993.06,0.9977,SCALE_DOWN,3000.0
8902.8,8896.467,0.9993,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,21000.293,1.0,STAY_ACTIVE,21000.29296875
7127.700000000001,7136.134,0.9988,SCALE_DOWN,3000.0
21000.0,21000.049,1.0,STAY_ACTIVE,21000.048828125
21000.0,21013.672,0.9993,STAY_ACTIVE,21013.671875
21000.0,20997.861,0.9999,STAY_ACTIVE,20997.861328125
13204.8,13209.194,0.9997,STAY_ACTIVE,13209.1943359375
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
16959.0,16973.883,0.9991,STAY_ACTIVE,16973.8828125
11085.3,11043.276,0.9962,STAY_ACTIVE,11043.2763671875
8357.4,8380.156,0.9973,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
12120.6,12141.709,0.9983,STAY_ACTIVE,12141.708984375
3927.6,3920.2456,0.9981,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
10279.2,10267.811,0.9989,STAY_ACTIVE,10267.810546875
3313.2000000000003,3339.5928,0.992,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
15021.900000000003,15033.646,0.9992,STAY_ACTIVE,15033.646484375
8515.800000000001,8518.021,0.9997,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
6799.5,6815.796,0.9976,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
19901.1,19892.412,0.9996,STAY_ACTIVE,19892.412109375
10700.1,10684.745,0.9986,STAY_ACTIVE,10684.7451171875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
21000.0,20982.928,0.9992,STAY_ACTIVE,20982.927734375
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3273.0,3266.2512,0.9979,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
13155.9,13164.598,0.9993,STAY_ACTIVE,13164.59765625
9985.5,9956.413,0.9971,STAY_ACTIVE,9956.4130859375
6458.4,6471.545,0.998,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
9724.2,9804.16,0.9918,STAY_ACTIVE,9804.16015625
8860.5,8873.109,0.9986,SCALE_DOWN,3000.0
21000.0,20998.572,0.9999,STAY_ACTIVE,20998.572265625
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
5076.299999999999,5098.726,0.9956,SCALE_DOWN,3000.0
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
14278.200000000004,14272.012,0.9996,STAY_ACTIVE,14272.01171875
8116.800000000001,8099.8423,0.9979,SCALE_DOWN,3000.0
21000.0,21000.047,1.0,STAY_ACTIVE,21000.046875
3765.3,3779.1082,0.9963,SCALE_DOWN,3000.0
10813.8,10873.68,0.9945,STAY_ACTIVE,10873.6796875
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
13739.1,13753.43,0.999,STAY_ACTIVE,13753.4296875
21000.0,21000.078,1.0,STAY_ACTIVE,21000.078125
5201.4,5188.908,0.9976,SCALE_DOWN,3000.0
17297.399999999998,17291.27,0.9996,STAY_ACTIVE,17291.26953125
12918.0,12943.205,0.998,STAY_ACTIVE,12943.205078125
3000.0,3000.4214,0.9999,SCALE_DOWN,3000.0
