Timestamp,ArrivalRate,TotalInputTokens,TotalOutputTokens,Hour,Minute,ActiveSeconds,Energy_Joules,Energy_kWh
2024-05-01 02:22:00,7,321,59,2,22,1.796,3538.7999999999997,0.000983
2024-05-01 02:23:00,7,219,142,2,23,3.769,4130.700000000001,0.0011474166666666668
2024-05-01 02:24:00,2,346,85,2,24,2.471,3741.2999999999997,0.00103925
2024-05-01 02:25:00,5,362,96,2,25,2.7620000000000005,3828.6000000000004,0.0010635000000000002
2024-05-01 02:26:00,4,332,84,2,26,2.432,3729.6,0.001036
2024-05-01 02:27:00,9,230,75,2,27,2.105,3631.5,0.00100875
2024-05-01 02:28:00,4,250,151,2,28,4.025,4207.5,0.00116875
2024-05-01 02:29:00,9,226,121,2,29,3.2510000000000003,3975.3,0.00110425
2024-05-01 02:30:00,10,315,94,2,30,2.665,3799.5,0.0010554166666666667
2024-05-01 02:31:00,7,244,159,2,31,4.219,4265.7,0.0011849166666666666
2024-05-01 02:32:00,4,273,183,2,32,4.848,4454.4,0.0012373333333333333
2024-05-01 02:33:00,8,323,93,2,33,2.648,3794.4,0.001054
2024-05-01 02:34:00,3,364,63,2,34,1.939,3581.7000000000003,0.0009949166666666667
2024-05-01 02:35:00,7,155,79,2,35,2.13,3639.0,0.0010108333333333334
2024-05-01 02:36:00,7,363,172,2,36,4.663,4398.900000000001,0.0012219166666666667
2024-05-01 02:37:00,4,243,146,2,37,3.8930000000000002,4167.9,0.00115775
2024-05-01 02:38:00,10,242,68,2,38,1.9420000000000002,3582.6000000000004,0.0009951666666666668
2024-05-01 02:39:00,4,310,163,2,39,4.385,4315.5,0.00119875
2024-05-01 02:40:00,9,372,88,2,40,2.572,3771.5999999999995,0.0010476666666666666
2024-05-01 02:41:00,2,259,126,2,41,3.4090000000000003,4022.7000000000003,0.0011174166666666667
2024-05-01 02:42:00,3,247,129,2,42,3.472,4041.6000000000004,0.0011226666666666668
2024-05-01 02:43:00,10,182,74,2,43,2.032,3609.6000000000004,0.0010026666666666667
2024-05-01 02:44:00,3,367,174,2,44,4.7170000000000005,4415.1,0.0012264166666666667
2024-05-01 02:45:00,3,369,186,2,45,5.019,4505.700000000001,0.0012515833333333335
2024-05-01 02:46:00,2,255,123,2,46,3.33,3999.0,0.0011108333333333332
2024-05-01 02:47:00,3,251,76,2,47,2.1510000000000002,3645.3,0.0010125833333333334
2024-05-01 02:48:00,4,370,169,2,48,4.595000000000001,4378.5,0.00121625
2024-05-01 02:49:00,3,346,199,2,49,5.321000000000001,4596.3,0.00127675
2024-05-01 02:50:00,8,208,68,2,50,1.9080000000000001,3572.4,0.0009923333333333333
2024-05-01 02:51:00,7,232,78,2,51,2.1820000000000004,3654.6000000000004,0.0010151666666666668
2024-05-01 02:52:00,10,378,199,2,52,5.353000000000001,4605.9,0.0012794166666666665
2024-05-01 02:53:00,10,348,161,2,53,4.373,4311.9,0.0011977499999999998
2024-05-01 02:54:00,3,311,166,2,54,4.461,4338.3,0.0012050833333333334
2024-05-01 02:55:00,8,342,113,2,55,3.1670000000000003,3950.1000000000004,0.0010972500000000001
2024-05-01 02:56:00,10,260,186,2,56,4.91,4473.0,0.0012425
2024-05-01 02:57:00,10,143,118,2,57,3.093,3927.8999999999996,0.0010910833333333332
2024-05-01 02:58:00,8,120,153,2,58,3.9450000000000003,4183.5,0.0011620833333333333
2024-05-01 02:59:00,5,250,173,2,59,4.575,4372.5,0.0012145833333333334
2024-05-01 03:00:00,5,164,79,3,0,2.1390000000000002,3641.7,0.0010115833333333333
2024-05-01 03:01:00,2,293,79,3,1,2.2680000000000002,3680.4,0.0010223333333333334
2024-05-01 03:02:00,8,374,126,3,2,3.5240000000000005,4057.2000000000003,0.0011270000000000002
2024-05-01 03:03:00,4,198,75,3,3,2.073,3621.8999999999996,0.0010060833333333332
2024-05-01 03:04:00,7,355,128,3,4,3.555,4066.5,0.0011295833333333334
2024-05-01 03:05:00,10,340,73,3,5,2.165,3649.5,0.00101375
2024-05-01 03:06:00,5,269,75,3,6,2.144,3643.2000000000003,0.001012
2024-05-01 03:07:00,4,171,102,3,7,2.721,3816.2999999999997,0.0010600833333333332
2024-05-01 03:08:00,6,292,105,3,8,2.917,3875.1,0.0010764166666666667
2024-05-01 03:09:00,4,162,114,3,9,3.012,3903.6000000000004,0.0010843333333333334
2024-05-01 03:10:00,3,369,144,3,10,3.9690000000000003,4190.7,0.0011640833333333334
2024-05-01 03:11:00,7,146,128,3,11,3.346,4003.8,0.0011121666666666667
2024-05-01 03:12:00,7,203,131,3,12,3.478,4043.4,0.0011231666666666666
2024-05-01 03:13:00,7,279,75,3,13,2.154,3646.2000000000003,0.0010128333333333335
2024-05-01 03:14:00,3,181,192,3,14,4.981000000000001,4494.3,0.0012484166666666668
2024-05-01 03:15:00,4,179,205,3,15,5.304,4591.2,0.0012753333333333332
2024-05-01 03:16:00,4,304,112,3,16,3.104,3931.2000000000003,0.001092
2024-05-01 03:17:00,10,162,129,3,17,3.387,4016.1000000000004,0.0011155833333333334
2024-05-01 03:18:00,7,325,143,3,18,3.9000000000000004,4170.0,0.0011583333333333333
2024-05-01 03:19:00,3,277,132,3,19,3.5770000000000004,4073.1000000000004,0.0011314166666666669
2024-05-01 03:20:00,4,151,182,3,20,4.701,4410.299999999999,0.0012250833333333332
2024-05-01 03:21:00,7,248,199,3,21,5.223000000000001,4566.9,0.0012685833333333332
2024-05-01 03:22:00,9,377,155,3,22,4.252,4275.6,0.0011876666666666667
2024-05-01 03:23:00,10,361,84,3,23,2.4610000000000003,3738.3,0.0010384166666666667
2024-05-01 03:24:00,4,160,126,3,24,3.3100000000000005,3993.0,0.0011091666666666667
2024-05-01 03:25:00,10,218,108,3,25,2.918,3875.4,0.0010765
2024-05-01 03:26:00,3,260,112,3,26,3.0600000000000005,3918.0,0.0010883333333333333
2024-05-01 03:27:00,2,282,171,3,27,4.557,4367.1,0.0012130833333333334
2024-05-01 03:28:00,5,323,172,3,28,4.623,4386.9,0.0012185833333333332
2024-05-01 03:29:00,9,206,150,3,29,3.956,4186.799999999999,0.0011629999999999998
2024-05-01 03:30:00,5,152,69,3,30,1.877,3563.1000000000004,0.0009897500000000002
2024-05-01 03:31:00,9,369,159,3,31,4.344,4303.2,0.0011953333333333332
2024-05-01 03:32:00,7,305,192,3,32,5.105,4531.5,0.00125875
2024-05-01 03:33:00,5,225,119,3,33,3.2,3960.0,0.0011
2024-05-01 03:34:00,6,319,64,3,34,1.919,3575.7000000000003,0.00099325
2024-05-01 03:35:00,6,239,74,3,35,2.089,3626.7000000000003,0.0010074166666666667
2024-05-01 03:36:00,3,194,96,3,36,2.5940000000000003,3778.2,0.0010494999999999999
2024-05-01 03:37:00,3,308,185,3,37,4.933,4479.9,0.0012444166666666665
2024-05-01 03:38:00,11,259,147,3,38,3.934,4180.200000000001,0.001161166666666667
2024-05-01 03:39:00,4,223,148,3,39,3.923,4176.9,0.0011602499999999998
2024-05-01 03:40:00,6,154,85,3,40,2.279,3683.7000000000003,0.00102325
2024-05-01 03:41:00,10,178,119,3,41,3.153,3945.8999999999996,0.0010960833333333332
2024-05-01 03:42:00,4,153,148,3,42,3.853,4155.9,0.0011544166666666667
2024-05-01 03:43:00,2,197,141,3,43,3.7220000000000004,4116.6,0.0011435000000000002
2024-05-01 03:44:00,6,256,189,3,44,4.981000000000001,4494.3,0.0012484166666666668
2024-05-01 03:45:00,9,341,201,3,45,5.3660000000000005,4609.8,0.0012805
2024-05-01 03:46:00,3,312,69,3,46,2.037,3611.1,0.0010030833333333333
2024-05-01 03:47:00,3,123,83,3,47,2.1980000000000004,3659.4,0.0010165
2024-05-01 03:48:00,3,316,131,3,48,3.591,4077.3,0.0011325833333333333
2024-05-01 03:49:00,6,177,150,3,49,3.927,4178.1,0.0011605833333333333
2024-05-01 03:50:00,4,221,154,3,50,4.071,4221.3,0.0011725833333333334
2024-05-01 03:51:00,10,353,199,3,51,5.328,4598.4,0.0012773333333333332
2024-05-01 03:52:00,6,380,74,3,52,2.23,3669.0,0.0010191666666666667
2024-05-01 03:53:00,8,343,194,3,53,5.1930000000000005,4557.9,0.0012660833333333333
2024-05-01 03:54:00,7,125,128,3,54,3.325,3997.5,0.0011104166666666667
2024-05-01 03:55:00,9,397,138,3,55,3.8470000000000004,4154.1,0.0011539166666666668
2024-05-01 03:56:00,2,368,147,3,56,4.043,4212.9,0.0011702499999999998
2024-05-01 03:57:00,8,301,106,3,57,2.9510000000000005,3885.3,0.0010792500000000001
2024-05-01 03:58:00,4,168,118,3,58,3.1180000000000003,3935.4,0.0010931666666666668
2024-05-01 03:59:00,4,376,168,3,59,4.5760000000000005,4372.8,0.0012146666666666666
2024-05-01 04:00:00,7,212,175,4,0,4.587,4376.099999999999,0.0012155833333333333
2024-05-01 04:01:00,2,156,159,4,1,4.131,4239.3,0.0011775833333333334
2024-05-01 04:02:00,5,135,101,4,2,2.66,3798.0,0.001055
2024-05-01 04:03:00,10,375,136,4,3,3.7750000000000004,4132.5,0.0011479166666666667
2024-05-01 04:04:00,3,262,91,4,4,2.537,3761.1,0.0010447499999999999
2024-05-01 04:05:00,4,253,159,4,5,4.228,4268.4,0.0011856666666666665
2024-05-01 04:06:00,9,146,117,4,6,3.071,3921.3,0.0010892500000000002
2024-05-01 04:07:00,6,179,120,4,7,3.179,3953.7,0.00109825
2024-05-01 04:08:00,5,401,82,4,8,2.4510000000000005,3735.3,0.0010375833333333333
2024-05-01 04:09:00,9,375,208,4,9,5.575,4672.5,0.0012979166666666666
2024-05-01 04:10:00,4,237,153,4,10,4.062,4218.6,0.0011718333333333335
2024-05-01 04:11:00,2,146,92,4,11,2.446,3733.8,0.0010371666666666667
2024-05-01 04:12:00,4,158,108,4,12,2.858,3857.4000000000005,0.0010715000000000002
2024-05-01 04:13:00,11,327,203,4,13,5.402,4620.6,0.0012835000000000001
2024-05-01 04:14:00,8,320,189,4,14,5.045000000000001,4513.5,0.00125375
2024-05-01 04:15:00,5,199,130,4,15,3.449,4034.7,0.00112075
2024-05-01 04:16:00,2,308,121,4,16,3.333,3999.8999999999996,0.0011110833333333333
2024-05-01 04:17:00,8,389,206,4,17,5.539000000000001,4661.7,0.0012949166666666667
2024-05-01 04:18:00,3,338,133,4,18,3.6630000000000003,4098.900000000001,0.0011385833333333335
2024-05-01 04:19:00,11,160,87,4,19,2.3350000000000004,3700.5,0.0010279166666666666
2024-05-01 04:20:00,4,304,147,4,20,3.979,4193.700000000001,0.001164916666666667
2024-05-01 04:21:00,3,214,164,4,21,4.314000000000001,4294.200000000001,0.0011928333333333335
2024-05-01 04:22:00,3,308,105,4,22,2.933,3879.8999999999996,0.00107775
2024-05-01 04:23:00,9,385,161,4,23,4.41,4323.0,0.0012008333333333333
2024-05-01 04:24:00,3,399,104,4,24,2.999,3899.7,0.00108325
2024-05-01 04:25:00,8,215,145,4,25,3.84,4152.0,0.0011533333333333333
2024-05-01 04:26:00,4,269,82,4,26,2.3190000000000004,3695.7,0.0010265833333333333
2024-05-01 04:27:00,3,364,104,4,27,2.964,3889.2000000000003,0.0010803333333333333
2024-05-01 04:28:00,2,280,92,4,28,2.58,3774.0,0.0010483333333333334
2024-05-01 04:29:00,7,229,206,4,29,5.3790000000000004,4613.700000000001,0.0012815833333333336
2024-05-01 04:30:00,7,341,189,4,30,5.066000000000001,4519.8,0.0012555
2024-05-01 04:31:00,8,232,148,4,31,3.9320000000000004,4179.6,0.0011610000000000001
2024-05-01 04:32:00,5,363,219,4,32,5.838000000000001,4751.400000000001,0.0013198333333333334
2024-05-01 04:33:00,10,296,220,4,33,5.796,4738.8,0.0013163333333333334
2024-05-01 04:34:00,9,134,85,4,34,2.259,3677.7000000000003,0.0010215833333333333
2024-05-01 04:35:00,7,177,70,4,35,1.927,3578.1000000000004,0.0009939166666666668
2024-05-01 04:36:00,11,254,195,4,36,5.129,4538.7,0.00126075
2024-05-01 04:37:00,10,225,101,4,37,2.7500000000000004,3825.0,0.0010625
2024-05-01 04:38:00,2,131,146,4,38,3.7810000000000006,4134.3,0.0011484166666666667
2024-05-01 04:39:00,10,177,76,4,39,2.077,3623.1,0.0010064166666666667
2024-05-01 04:40:00,5,308,104,4,40,2.908,3872.3999999999996,0.0010756666666666666
2024-05-01 04:41:00,10,191,67,4,41,1.866,3559.7999999999997,0.0009888333333333333
2024-05-01 04:42:00,7,328,114,4,42,3.178,3953.4000000000005,0.0010981666666666668
2024-05-01 04:43:00,2,347,171,4,43,4.622000000000001,4386.6,0.0012185000000000002
2024-05-01 04:44:00,4,230,84,4,44,2.33,3699.0,0.0010275
2024-05-01 04:45:00,4,361,131,4,45,3.636,4090.8,0.0011363333333333334
2024-05-01 04:46:00,6,314,199,4,46,5.289000000000001,4586.7,0.0012740833333333332
2024-05-01 04:47:00,4,278,103,4,47,2.853,3855.9,0.0010710833333333334
2024-05-01 04:48:00,8,252,114,4,48,3.1020000000000003,3930.5999999999995,0.0010918333333333331
2024-05-01 04:49:00,5,408,205,4,49,5.533,4659.9,0.0012944166666666666
2024-05-01 04:50:00,8,375,75,4,50,2.25,3675.0,0.0010208333333333332
2024-05-01 04:51:00,6,130,224,4,51,5.73,4719.0,0.0013108333333333333
2024-05-01 04:52:00,11,404,156,4,52,4.304,4291.2,0.001192
2024-05-01 04:53:00,11,416,136,4,53,3.8160000000000003,4144.8,0.0011513333333333334
2024-05-01 04:54:00,3,163,144,4,54,3.763,4128.9,0.0011469166666666665
2024-05-01 04:55:00,9,237,166,4,55,4.3870000000000005,4316.1,0.0011989166666666667
2024-05-01 04:56:00,10,376,198,4,56,5.3260000000000005,4597.8,0.0012771666666666667
2024-05-01 04:57:00,11,247,189,4,57,4.972,4491.6,0.0012476666666666667
2024-05-01 04:58:00,7,149,129,4,58,3.374,4012.2,0.0011145
2024-05-01 04:59:00,5,375,147,4,59,4.050000000000001,4215.0,0.0011708333333333334
2024-05-01 05:00:00,7,192,211,5,0,5.4670000000000005,4640.1,0.0012889166666666667
2024-05-01 05:01:00,10,243,214,5,1,5.593000000000001,4677.900000000001,0.0012994166666666668
2024-05-01 05:02:00,10,197,214,5,2,5.547000000000001,4664.1,0.0012955833333333335
2024-05-01 05:03:00,7,169,64,5,3,1.7690000000000001,3530.7000000000003,0.00098075
2024-05-01 05:04:00,10,269,196,5,4,5.1690000000000005,4550.700000000001,0.0012640833333333336
2024-05-01 05:05:00,10,391,178,5,5,4.841,4452.3,0.00123675
2024-05-01 05:06:00,6,292,143,5,6,3.867,4160.1,0.0011555833333333333
2024-05-01 05:07:00,4,361,174,5,7,4.711,4413.3,0.0012259166666666668
2024-05-01 05:08:00,7,396,226,5,8,6.046,4813.799999999999,0.0013371666666666664
2024-05-01 05:09:00,12,172,228,5,9,5.872,4761.6,0.0013226666666666669
2024-05-01 05:10:00,2,187,122,5,10,3.237,3971.1000000000004,0.0011030833333333335
2024-05-01 05:11:00,10,359,119,5,11,3.334,4000.2,0.0011111666666666666
2024-05-01 05:12:00,5,347,83,5,12,2.422,3726.6000000000004,0.0010351666666666669
2024-05-01 05:13:00,12,409,85,5,13,2.534,3760.2000000000003,0.0010445
